! NAME [11] IV - Input = 0 V,,,,,,,
7.65E-04,-2.09E-06,25,0.02263,-30.7821,17.52628,-0.4,2.5
9.38E-04,-2.17E-06,26,0.022726,-30.6108,17.71489,-0.4,2.6
9.42E-04,-2.25E-06,27,0.022818,-30.44985,17.89638,-0.4,2.7
9.40E-04,-2.34E-06,28,0.022914,-30.27982,18.07257,-0.4,2.8
9.20E-04,-2.43E-06,29,0.023006,-30.12155,18.24235,-0.4,2.9
8.93E-04,-2.52E-06,30,0.023098,-29.96884,18.40692,-0.4,3
8.62E-04,-2.61E-06,31,0.023184,-29.81133,18.56556,-0.4,3.1
8.58E-04,-2.70E-06,32,0.02327,-29.66576,18.71948,-0.4,3.2
8.52E-04,-2.80E-06,33,0.023356,-29.51248,18.86911,-0.4,3.3
8.47E-04,-2.89E-06,34,0.023441,-29.37041,19.01446,-0.4,3.4
8.27E-04,-2.99E-06,35,0.023525,-29.22414,19.15601,-0.4,3.5
8.31E-04,-3.09E-06,36,0.023606,-29.07982,19.29323,-0.4,3.6
8.28E-04,-3.19E-06,37,0.023691,-28.94149,19.42791,-0.4,3.7
8.20E-04,-3.30E-06,38,0.023771,-28.79821,19.55838,-0.4,3.8
8.33E-04,-3.40E-06,39,0.023855,-28.66077,19.68648,-0.4,3.89999
8.08E-04,-3.51E-06,40,0.023938,-28.52138,19.81146,-0.4,4
8.27E-04,-3.63E-06,41,0.024017,-28.38633,19.93301,-0.4,4.1
8.35E-04,-3.73E-06,42,0.024103,-28.25766,20.05324,-0.4,4.2
8.06E-04,-3.85E-06,43,0.024184,-28.12253,20.16993,-0.4,4.3
8.27E-04,-3.97E-06,44,0.024264,-27.9926,20.2842,-0.4,4.4
8.73E-04,-4.09E-06,45,0.024349,-27.86216,20.39697,-0.4,4.5
8.87E-04,-4.21E-06,46,0.024439,-27.73245,20.50838,-0.4,4.6
8.76E-04,-4.34E-06,47,0.024527,-27.60549,20.61735,-0.4,4.7
8.83E-04,-4.47E-06,48,0.024614,-27.47437,20.72423,-0.4,4.8
8.47E-04,-4.60E-06,49,0.024703,-27.35088,20.82949,-0.4,4.9
8.01E-04,-4.75E-06,50,0.024783,-27.21704,20.93129,-0.4,5
,,,,,,,
! NAME [11] IV - Input = -0.5 V,,,,,,,
Gd,Iin_A,Index,Iout_A,PdcIn_dBm,PdcOut_dBm,Vin_V,Vout_V
0.059062,-5.41E-07,0,5.52E-06,-35.67835,-82.57904,-0.5,-1.00E-06
0.046635,-5.88E-07,1,0.0059118,-35.31652,-2.28276,-0.5,0.1
0.025084,-6.44E-07,2,0.0093341,-34.92145,2.71101,-0.5,0.2
0.011469,-6.98E-07,3,0.010929,-34.57176,5.15703,-0.5,0.3
0.0053681,-7.53E-07,4,0.011628,-34.24235,6.67559,-0.5,0.4
0.0031694,-8.09E-07,5,0.012003,-33.9308,7.78245,-0.5,0.5
0.002343,-8.69E-07,6,0.012262,-33.6201,8.66708,-0.5,0.6
0.002382,-9.24E-07,7,0.012471,-33.35355,9.41006,-0.5,0.7
0.0028185,-9.86E-07,8,0.012738,-33.07151,10.08198,-0.5,0.8
0.0026725,-1.04E-06,9,0.013035,-32.83162,10.6935,-0.5,0.9
0.001994,-1.10E-06,10,0.013273,-32.5806,11.22959,-0.5,1
0.0012745,-1.16E-06,11,0.013434,-32.36197,11.69588,-0.5,1.1
7.83E-04,-1.23E-06,12,0.013528,-32.12539,12.10403,-0.5,1.2
5.84E-04,-1.29E-06,13,0.01359,-31.91114,12.47176,-0.5,1.3
5.38E-04,-1.35E-06,14,0.013644,-31.71018,12.81082,-0.5,1.4
8.06E-04,-1.42E-06,15,0.013698,-31.50273,13.12745,-0.5,1.5
0.001209,-1.48E-06,16,0.013806,-31.31356,13.44179,-0.5,1.6
0.0013275,-1.55E-06,17,0.01394,-31.11821,13.74702,-0.5,1.7
0.0013005,-1.61E-06,18,0.014071,-30.93665,14.03604,-0.5,1.8
0.00122,-1.68E-06,19,0.0142,-30.75979,14.31036,-0.5,1.9
0.0011295,-1.75E-06,20,0.014315,-30.57744,14.56827,-0.5,2
0.0010745,-1.82E-06,21,0.014426,-30.40482,14.81356,-0.5,2.1
0.001034,-1.89E-06,22,0.01453,-30.24338,15.04691,-0.5,2.2
0.0010225,-1.97E-06,23,0.014633,-30.07446,15.27046,-0.5,2.3
0.0010015,-2.04E-06,24,0.014735,-29.92038,15.4855,-0.5,2.4
9.88E-04,-2.11E-06,25,0.014833,-29.75924,15.69163,-0.5,2.5
9.83E-04,-2.19E-06,26,0.014932,-29.60783,15.89094,-0.5,2.6
9.60E-04,-2.27E-06,27,0.015029,-29.45769,16.08303,-0.5,2.7
9.50E-04,-2.35E-06,28,0.015124,-29.30703,16.26828,-0.5,2.8
9.44E-04,-2.42E-06,29,0.015219,-29.16856,16.44793,-0.5,2.9
9.09E-04,-2.51E-06,30,0.015313,-29.01702,16.62179,-0.5,3
8.83E-04,-2.59E-06,31,0.015401,-28.88402,16.78911,-0.5,3.1
8.85E-04,-2.67E-06,32,0.01549,-28.74194,16.95187,-0.5,3.2
8.75E-04,-2.76E-06,33,0.015578,-28.60435,17.11026,-0.5,3.3
8.63E-04,-2.84E-06,34,0.015664,-28.47406,17.26393,-0.5,3.4
8.66E-04,-2.93E-06,35,0.015751,-28.34162,17.41365,-0.5,3.5
8.66E-04,-3.02E-06,36,0.015838,-28.20881,17.55992,-0.5,3.6
8.46E-04,-3.11E-06,37,0.015924,-28.0813,17.70246,-0.5,3.7
8.36E-04,-3.21E-06,38,0.016007,-27.94931,17.84085,-0.5,3.8
8.41E-04,-3.30E-06,39,0.016091,-27.82779,17.97645,-0.5,3.9
8.39E-04,-3.40E-06,40,0.016175,-27.69933,18.10902,-0.5,4
8.32E-04,-3.50E-06,41,0.016259,-27.57458,18.2387,-0.5,4.1
8.17E-04,-3.60E-06,42,0.016341,-27.45331,18.36533,-0.5,4.2
8.09E-04,-3.70E-06,43,0.016422,-27.33065,18.48895,-0.5,4.3
7.91E-04,-3.80E-06,44,0.016503,-27.21246,18.61016,-0.5,4.4
7.88E-04,-3.91E-06,45,0.01658,-27.09075,18.728,-0.5,4.5
7.92E-04,-4.02E-06,46,0.016661,-26.97236,18.84448,-0.5,4.6
7.75E-04,-4.13E-06,47,0.016739,-26.85606,18.95814,-0.5,4.7
7.76E-04,-4.24E-06,48,0.016816,-26.73868,19.06954,-0.5,4.8
7.65E-04,-4.35E-06,49,0.016894,-26.62441,19.17921,-0.5,4.9
7.48E-04,-4.47E-06,50,0.016969,-26.50625,19.28613,-0.5,5
,,,,,,,
! NAME [11] IV - Input = -0.6 V,,,,,,,
Gd,Iin_A,Index,Iout_A,PdcIn_dBm,PdcOut_dBm,Vin_V,Vout_V
0.035332,-6.32E-07,0,4.75E-07,-34.21129,-74.54075,-0.6,-7.40E-05
0.025336,-6.86E-07,1,0.0035363,-33.85525,-4.51445,-0.6,0.1
0.010479,-7.37E-07,2,0.0050707,-33.54378,0.060996,-0.60001,0.2
0.0041516,-7.94E-07,3,0.0056321,-33.22027,2.27786,-0.6,0.3
0.0022603,-8.48E-07,4,0.005901,-32.93455,3.72985,-0.6,0.4
0.0016783,-9.04E-07,5,0.0060841,-32.65681,4.83167,-0.6,0.5
0.0014187,-9.62E-07,6,0.0062367,-32.38672,5.73106,-0.6,0.6
0.0012686,-1.02E-06,7,0.0063679,-32.14955,6.49092,-0.6,0.7
0.0011631,-1.07E-06,8,0.0064904,-31.90844,7.15363,-0.6,0.8
0.0010982,-1.13E-06,9,0.0066005,-31.68386,7.73817,-0.6,0.9
0.0010768,-1.19E-06,10,0.0067101,-31.46302,8.26726,-0.6,1
0.0010496,-1.25E-06,11,0.0068158,-31.25286,8.74911,-0.6,1.1
0.001032,-1.31E-06,12,0.00692,-31.05573,9.19286,-0.6,1.2
0.0010225,-1.37E-06,13,0.0070222,-30.85445,9.60417,-0.6,1.3
0.0010105,-1.43E-06,14,0.0071245,-30.67425,9.98882,-0.6,1.4
0.0010027,-1.49E-06,15,0.0072243,-30.47789,10.34889,-0.6,1.5
0.0010079,-1.55E-06,16,0.007325,-30.31237,10.68929,-0.6,1.6
0.0010073,-1.62E-06,17,0.0074259,-30.13407,11.01199,-0.6,1.7
9.95E-04,-1.68E-06,18,0.0075265,-29.96022,11.31865,-0.6,1.8
9.87E-04,-1.75E-06,19,0.0076249,-29.80053,11.60986,-0.6,1.9
9.37E-04,-1.81E-06,20,0.0077238,-29.6417,11.88862,-0.6,2
8.71E-04,-1.88E-06,21,0.0078122,-29.47922,12.14992,-0.6,2.1
8.54E-04,-1.95E-06,22,0.007898,-29.32706,12.3994,-0.6,2.2
8.44E-04,-2.01E-06,23,0.007983,-29.17789,12.63893,-0.6,2.3
8.39E-04,-2.09E-06,24,0.0080669,-29.02743,12.86915,-0.6,2.4
8.27E-04,-2.15E-06,25,0.0081509,-28.88603,13.09145,-0.6,2.5
8.15E-04,-2.23E-06,26,0.0082322,-28.74128,13.30487,-0.6,2.6
8.09E-04,-2.30E-06,27,0.008314,-28.60876,13.51172,-0.6,2.7
7.86E-04,-2.37E-06,28,0.0083939,-28.4655,13.71123,-0.6,2.8
7.67E-04,-2.45E-06,29,0.0084711,-28.33215,13.90337,-0.6,2.9
7.79E-04,-2.52E-06,30,0.0085473,-28.20104,14.08948,-0.6,2.99999
7.69E-04,-2.60E-06,31,0.0086269,-28.06875,14.27214,-0.6,3.1
7.51E-04,-2.68E-06,32,0.0087011,-27.93714,14.44723,-0.6,3.2
7.60E-04,-2.76E-06,33,0.0087771,-27.81254,14.61864,-0.6,3.3
7.61E-04,-2.84E-06,34,0.0088532,-27.68378,14.78577,-0.6,3.4
7.72E-04,-2.92E-06,35,0.0089293,-27.56169,14.94884,-0.6,3.5
7.77E-04,-3.01E-06,36,0.0090075,-27.43715,15.10907,-0.6,3.6
7.83E-04,-3.09E-06,37,0.0090847,-27.31468,15.2651,-0.6,3.69999
7.92E-04,-3.18E-06,38,0.0091642,-27.19422,15.41877,-0.6,3.8
7.99E-04,-3.27E-06,39,0.009243,-27.07035,15.56876,-0.6,3.89999
7.81E-04,-3.36E-06,40,0.009324,-26.95639,15.71663,-0.6,4
7.64E-04,-3.46E-06,41,0.0093993,-26.834,15.85878,-0.6,4.1
7.56E-04,-3.55E-06,42,0.0094768,-26.71865,15.9991,-0.6,4.2
7.34E-04,-3.65E-06,43,0.0095504,-26.60151,16.13491,-0.6,4.3
7.25E-04,-3.75E-06,44,0.0096237,-26.48165,16.26793,-0.6,4.4
7.14E-04,-3.85E-06,45,0.0096955,-26.36613,16.39783,-0.6,4.5
6.86E-04,-3.95E-06,46,0.0097664,-26.25472,16.52492,-0.6,4.6
6.54E-04,-4.06E-06,47,0.0098327,-26.13109,16.6477,-0.6,4.7
6.30E-04,-4.17E-06,48,0.0098972,-26.01921,16.76755,-0.6,4.8
5.78E-04,-4.28E-06,49,0.0099587,-25.90101,16.88397,-0.6,4.9
5.41E-04,-4.39E-06,50,0.010013,-25.79285,16.99526,-0.6,5
,,,,,,,
! NAME [11] IV - Input = -0.7 V,,,,,,,
Gd,Iin_A,Index,Iout_A,PdcIn_dBm,PdcOut_dBm,Vin_V,Vout_V
0.014744,-7.28E-07,0,4.45E-07,-32.92769,-74.76579,-0.7,-7.50E-05
0.0093861,-7.79E-07,1,0.001476,-32.63365,-8.30914,-0.7,0.1
0.0027066,-8.37E-07,2,0.0018788,-32.32175,-4.25083,-0.7,0.2
0.0011463,-8.89E-07,3,0.0020173,-32.06001,-2.18104,-0.7,0.3
8.30E-04,-9.46E-07,4,0.0021081,-31.79011,-0.74051,-0.7,0.4
7.21E-04,-1.00E-06,5,0.0021834,-31.54902,0.38092,-0.7,0.5
6.61E-04,-1.06E-06,6,0.0022522,-31.31649,1.30756,-0.7,0.6
6.25E-04,-1.11E-06,7,0.0023156,-31.08797,2.09759,-0.7,0.7
5.98E-04,-1.17E-06,8,0.0023771,-30.87459,2.79142,-0.7,0.8
5.57E-04,-1.23E-06,9,0.0024352,-30.66411,3.40784,-0.7,0.9
5.41E-04,-1.28E-06,10,0.0024885,-30.47013,3.95936,-0.7,1
5.51E-04,-1.34E-06,11,0.0025435,-30.27473,4.46831,-0.7,1.1
5.52E-04,-1.40E-06,12,0.0025988,-30.08774,4.93948,-0.7,1.2
5.49E-04,-1.46E-06,13,0.0026539,-29.91442,5.37824,-0.7,1.3
5.48E-04,-1.52E-06,14,0.0027086,-29.73058,5.78869,-0.7,1.4
5.58E-04,-1.58E-06,15,0.0027635,-29.5652,6.17551,-0.7,1.5
5.68E-04,-1.64E-06,16,0.0028201,-29.40058,6.54383,-0.7,1.6
5.78E-04,-1.70E-06,17,0.0028771,-29.23433,6.89401,-0.7,1.7
5.87E-04,-1.76E-06,18,0.0029357,-29.08649,7.22985,-0.7,1.8
5.84E-04,-1.83E-06,19,0.0029946,-28.92688,7.55085,-0.7,1.9
5.78E-04,-1.89E-06,20,0.0030525,-28.77751,7.8568,-0.7,2
5.54E-04,-1.96E-06,21,0.0031102,-28.63534,8.15012,-0.7,2.1
5.22E-04,-2.02E-06,22,0.0031632,-28.48692,8.42547,-0.7,2.2
5.21E-04,-2.09E-06,23,0.0032146,-28.34548,8.68851,-0.7,2.3
5.23E-04,-2.16E-06,24,0.0032674,-28.21254,8.94418,-0.7,2.4
5.08E-04,-2.23E-06,25,0.0033192,-28.07377,9.18979,-0.7,2.5
4.95E-04,-2.30E-06,26,0.003369,-27.94119,9.42474,-0.7,2.6
4.94E-04,-2.37E-06,27,0.0034183,-27.81071,9.65169,-0.7,2.7
4.88E-04,-2.44E-06,28,0.0034678,-27.67868,9.87212,-0.7,2.8
4.84E-04,-2.51E-06,29,0.0035158,-27.55401,10.08427,-0.7,2.9
5.03E-04,-2.59E-06,30,0.0035646,-27.42273,10.29133,-0.7,3
4.92E-04,-2.66E-06,31,0.0036165,-27.3002,10.49649,-0.7,3.1
4.90E-04,-2.74E-06,32,0.003663,-27.17151,10.68992,-0.7,3.2
5.12E-04,-2.82E-06,33,0.0037145,-27.04499,10.88418,-0.7,3.3
5.25E-04,-2.90E-06,34,0.0037655,-26.92055,11.073,-0.7,3.4
5.68E-04,-2.99E-06,35,0.0038195,-26.79375,11.26075,-0.7,3.5
6.25E-04,-3.08E-06,36,0.0038792,-26.6621,11.4504,-0.7,3.6
6.82E-04,-3.18E-06,37,0.0039445,-26.52611,11.64189,-0.7,3.7
7.21E-04,-3.28E-06,38,0.0040156,-26.38498,11.8353,-0.7,3.8
7.04E-04,-3.39E-06,39,0.0040887,-26.2419,12.02649,-0.7,3.89999
6.62E-04,-3.51E-06,40,0.0041564,-26.09471,12.2078,-0.7,4
5.39E-04,-3.63E-06,41,0.0042212,-25.94517,12.38218,-0.7,4.09999
4.90E-04,-3.75E-06,42,0.0042642,-25.81102,12.53091,-0.7,4.2
4.97E-04,-3.88E-06,43,0.0043193,-25.66294,12.68879,-0.7,4.3
4.51E-04,-4.00E-06,44,0.0043636,-25.52516,12.83298,-0.7,4.39999
4.44E-04,-4.13E-06,45,0.0044095,-25.38531,12.97602,-0.7,4.50001
4.18E-04,-4.26E-06,46,0.0044523,-25.259,13.11344,-0.7,4.59999
4.02E-04,-4.37E-06,47,0.0044931,-25.14918,13.24641,-0.7,4.7
3.94E-04,-4.51E-06,48,0.0045327,-25.01208,13.376,-0.7,4.79999
3.69E-04,-4.64E-06,49,0.0045719,-24.88476,13.50297,-0.7,4.9
3.46E-04,-4.79E-06,50,0.0046065,-24.74839,13.62343,-0.7,5
,,,,,,,
! NAME [11] IV - Input = -0.8 V,,,,,,,
Gd,Iin_A,Index,Iout_A,PdcIn_dBm,PdcOut_dBm,Vin_V,Vout_V
0.0031958,-8.30E-07,0,9.24E-07,-31.77831,-83.35358,-0.8,-5.00E-06
0.0018483,-8.80E-07,1,3.21E-04,-31.52427,-14.94141,-0.8,0.1
3.69E-04,-9.34E-07,2,3.71E-04,-31.26564,-11.30073,-0.8,0.2
2.20E-04,-9.90E-07,3,3.94E-04,-31.01275,-9.27022,-0.8,0.3
1.96E-04,-1.05E-06,4,4.15E-04,-30.77793,-7.80354,-0.8,0.4
1.86E-04,-1.10E-06,5,4.34E-04,-30.55517,-6.63949,-0.8,0.5
1.78E-04,-1.16E-06,6,4.52E-04,-30.33952,-5.67027,-0.8,0.6
1.74E-04,-1.21E-06,7,4.69E-04,-30.13765,-4.83488,-0.8,0.7
1.71E-04,-1.27E-06,8,4.87E-04,-29.93448,-4.09798,-0.8,0.8
1.63E-04,-1.33E-06,9,5.04E-04,-29.74694,-3.43752,-0.8,0.9
1.62E-04,-1.38E-06,10,5.19E-04,-29.55774,-2.84764,-0.8,1
1.70E-04,-1.44E-06,11,5.36E-04,-29.37644,-2.29449,-0.8,1.1
1.73E-04,-1.50E-06,12,5.53E-04,-29.20529,-1.78091,-0.8,1.2
1.76E-04,-1.56E-06,13,5.71E-04,-29.04343,-1.29786,-0.8,1.3
1.80E-04,-1.62E-06,14,5.88E-04,-28.87395,-0.84323,-0.8,1.4
1.84E-04,-1.68E-06,15,6.06E-04,-28.71859,-0.411,-0.8,1.5
1.92E-04,-1.74E-06,16,6.25E-04,-28.56111,8.96E-04,-0.8,1.6
1.99E-04,-1.80E-06,17,6.45E-04,-28.41155,0.39866,-0.8,1.7
2.08E-04,-1.86E-06,18,6.65E-04,-28.26464,0.78055,-0.8,1.8
2.15E-04,-1.93E-06,19,6.86E-04,-28.12479,1.15369,-0.8,1.9
2.22E-04,-1.99E-06,20,7.08E-04,-27.97621,1.50981,-0.8,2
2.12E-04,-2.05E-06,21,7.31E-04,-27.84521,1.86027,-0.8,2.1
1.93E-04,-2.12E-06,22,7.50E-04,-27.71189,2.17643,-0.8,2.2
1.90E-04,-2.19E-06,23,7.70E-04,-27.57259,2.47943,-0.8,2.3
1.86E-04,-2.25E-06,24,7.88E-04,-27.43956,2.76853,-0.8,2.4
1.83E-04,-2.32E-06,25,8.07E-04,-27.31797,3.04698,-0.8,2.5
1.83E-04,-2.39E-06,26,8.25E-04,-27.18512,3.31325,-0.8,2.6
1.79E-04,-2.46E-06,27,8.43E-04,-27.06504,3.57375,-0.8,2.7
1.80E-04,-2.53E-06,28,8.61E-04,-26.93618,3.81975,-0.8,2.8
1.83E-04,-2.60E-06,29,8.79E-04,-26.82104,4.06521,-0.8,2.9
1.83E-04,-2.68E-06,30,8.97E-04,-26.69586,4.30011,-0.8,3
1.93E-04,-2.75E-06,31,9.16E-04,-26.57577,4.53189,-0.8,3.1
1.95E-04,-2.83E-06,32,9.36E-04,-26.45277,4.76334,-0.8,3.2
1.99E-04,-2.91E-06,33,9.55E-04,-26.33465,4.9841,-0.8,3.3
2.17E-04,-3.00E-06,34,9.76E-04,-26.20513,5.20729,-0.8,3.4
2.42E-04,-3.08E-06,35,9.98E-04,-26.07936,5.43295,-0.8,3.5
3.00E-04,-3.18E-06,36,0.001024,-25.94074,5.66588,-0.8,3.6
4.23E-04,-3.30E-06,37,0.0010582,-25.78264,5.92769,-0.8,3.7
4.68E-04,-3.44E-06,38,0.0011086,-25.60477,6.24557,-0.8,3.79999
3.88E-04,-3.62E-06,39,0.0011517,-25.38321,6.52412,-0.8,3.9
3.26E-04,-3.83E-06,40,0.0011862,-25.13711,6.76207,-0.8,4
2.75E-04,-4.02E-06,41,0.0012168,-24.9301,6.9801,-0.8,4.1
2.07E-04,-4.17E-06,42,0.0012411,-24.7678,7.17055,-0.79999,4.19999
9.54E-05,-4.28E-06,43,0.0012581,-24.65967,7.33191,-0.80001,4.3
9.11E-05,-4.30E-06,44,0.0012602,-24.63747,7.43884,-0.8,4.39999
1.35E-04,-4.40E-06,45,0.0012764,-24.53554,7.59182,-0.8,4.5
1.37E-04,-4.45E-06,46,0.0012871,-24.48547,7.72379,-0.80001,4.59999
1.60E-04,-4.54E-06,47,0.0013038,-24.40142,7.87302,-0.8,4.7
1.33E-04,-4.68E-06,48,0.0013191,-24.26286,8.01516,-0.80001,4.8
1.07E-04,-4.72E-06,49,0.0013303,-24.23153,8.14149,-0.8,4.9
1.01E-04,-4.78E-06,50,0.0013405,-24.17602,8.26221,-0.79995,5
